2016-06-27 00:02:00,5.3900
2016-06-27 00:04:00,5.4300
2016-06-27 00:06:00,5.4800
2016-06-27 00:08:00,5.5200
2016-06-27 00:10:00,5.5500
2016-06-27 00:12:00,5.5800
2016-06-27 00:14:00,5.5900
2016-06-27 00:16:00,5.6000
2016-06-27 00:18:00,5.5900
2016-06-27 00:20:00,5.5800
2016-06-27 00:22:00,5.5600
2016-06-27 00:24:00,5.5300
2016-06-27 00:26:00,5.5000
2016-06-27 00:28:00,5.4800
2016-06-27 00:30:00,5.4500
2016-06-27 00:32:00,5.4400
2016-06-27 00:34:00,5.4200
2016-06-27 00:36:00,5.4100
2016-06-27 00:38:00,5.4100
2016-06-27 00:40:00,5.4000
2016-06-27 00:42:00,5.4000
2016-06-27 00:44:00,5.4000
2016-06-27 00:46:00,5.3900
2016-06-27 00:48:00,5.3800
2016-06-27 00:50:00,5.3700
2016-06-27 00:52:00,5.3600
2016-06-27 00:54:00,5.3400
2016-06-27 00:56:00,5.3100
2016-06-27 00:58:00,5.2900
2016-06-27 01:00:00,5.2700
2016-06-27 01:02:00,5.2400
2016-06-27 01:04:00,5.2200
2016-06-27 01:06:00,5.2100
2016-06-27 01:08:00,5.2000
2016-06-27 01:10:00,5.1900
2016-06-27 01:12:00,5.1800
2016-06-27 01:14:00,5.1800
2016-06-27 01:16:00,5.1800
2016-06-27 01:18:00,5.1900
2016-06-27 01:20:00,5.1900
2016-06-27 01:22:00,5.2000
2016-06-27 01:24:00,5.2100
2016-06-27 01:26:00,5.2100
2016-06-27 01:28:00,5.2200
2016-06-27 01:30:00,5.2200
2016-06-27 01:32:00,5.2300
2016-06-27 01:34:00,5.2300
2016-06-27 01:36:00,5.2300
2016-06-27 01:38:00,5.2300
2016-06-27 01:40:00,5.2300
2016-06-27 01:42:00,5.2400
2016-06-27 01:44:00,5.2500
2016-06-27 01:46:00,5.2600
2016-06-27 01:48:00,5.2900
2016-06-27 01:50:00,5.3200
