2016-07-26 09:28:00,10.0900
2016-07-26 09:30:00,9.3600
2016-07-26 09:32:00,8.4850
2016-07-26 09:34:00,7.7150
2016-07-26 09:36:00,7.1238
2016-07-26 09:38:00,6.6600
2016-07-26 09:40:00,6.3041
2016-07-26 09:42:00,6.0266
2016-07-26 09:44:00,5.8030
2016-07-26 09:46:00,5.7039
2016-07-26 09:48:00,5.6981
2016-07-26 09:50:00,5.6822
2016-07-26 09:52:00,5.6251
2016-07-26 09:54:00,5.5571
2016-07-26 09:56:00,5.4983
2016-07-26 09:58:00,5.4465
2016-07-26 10:00:00,5.4095
2016-07-26 10:02:00,5.3978
2016-07-26 10:04:00,5.3905
2016-07-26 10:06:00,5.3810
2016-07-26 10:08:00,5.3784
2016-07-26 10:10:00,5.3731
2016-07-26 10:12:00,5.3610
2016-07-26 10:14:00,5.3628
2016-07-26 10:16:00,5.3625
2016-07-26 10:18:00,5.3668
2016-07-26 10:20:00,5.3712
2016-07-26 10:22:00,5.3595
2016-07-26 10:24:00,5.3467
2016-07-26 10:26:00,5.3418
2016-07-26 10:28:00,5.3551
2016-07-26 10:30:00,5.3872
2016-07-26 10:32:00,5.4309
2016-07-26 10:34:00,5.4591
2016-07-26 10:36:00,5.4989
2016-07-26 10:38:00,5.5491
2016-07-26 10:40:00,5.5994
2016-07-26 10:42:00,5.5971
2016-07-26 10:44:00,5.5173
2016-07-26 10:46:00,5.4155
2016-07-26 10:48:00,5.3337
2016-07-26 10:50:00,5.2848
2016-07-26 10:52:00,5.4264
2016-07-26 10:54:00,5.3552
2016-07-26 10:56:00,5.2386
2016-07-26 10:58:00,5.1073
2016-07-26 11:00:00,4.9901
2016-07-26 11:02:00,4.8658
2016-07-26 11:04:00,4.7383
2016-07-26 11:06:00,4.6418
2016-07-26 11:08:00,4.5673
2016-07-26 11:10:00,4.5068
2016-07-26 11:12:00,4.4575
2016-07-26 11:14:00,4.4333
2016-07-26 11:16:00,4.4264
2016-07-26 11:18:00,4.4231
